id,STAR_WHITE_DWARF,STAR_CATY_VAR,STAR_BROWN_DWARF,SERENDIPITY_RED,REDDEN_STD,STAR_BHB,GALAXY,SERENDIPITY_DISTANT,QSO,SKY,STAR_RED_DWARF,ROSAT_D,STAR_PN,SERENDIPITY_FIRST,STAR_CARBON,SPECTROPHOTO_STD,STAR_SUB_DWARF,SERENDIPITY_MANUAL,SERENDIPITY_BLUE
199991,0.0008638138331374639,0.0670683813844919,0.0010704847221164606,0.026268116097209658,0.008422491307059594,0.003960781627868473,0.015940356083314382,0.00032437834623175074,0.0010670680771621844,0.00017524434635307368,0.8425104645360469,0.00207378857741966,7.433547451467439e-07,0.02003425718143844,0.007092499874110541,0.0018745781958928065,0.00112866235142154,1.9049917582573352e-05,0.00010484018639745283
199992,0.025188456286877083,0.0370609580466764,0.010869277272183337,0.03462426598399455,0.1195105416078589,0.07148885237498213,0.03281008035564329,0.02614087577038702,0.2598009573647081,0.003626132267860767,0.005742332081523531,0.052928953778413584,1.2352111925671452e-05,0.10737450991843783,0.035273635923139604,0.11405085691230328,0.009682877833944921,0.00028007781948318725,0.05353400628965678
199993,0.015445015946380581,0.05527716630317546,0.010590478610877519,0.029998234479561806,0.06079890612785854,0.04745576099876443,0.4192630243526104,0.015043721922824738,0.06405156576487878,0.0033491114161698686,0.013720757987851636,0.048220339830801415,3.144793498636825e-05,0.09632565176013547,0.04338683634979444,0.05910003353053481,0.010506364627060196,0.0003502726810526154,0.0070853093746810055
199994,0.006490752402995112,0.0011834804471723553,0.0013223925099387207,0.002980091635663697,0.060280007684810004,0.08909837862543925,0.002035336509865515,0.025196316162056497,0.42275780328318774,0.0003821252783870726,2.8065678555747354e-05,0.02018027592283327,2.194665102434878e-06,0.009785720160972396,0.0031493751414966137,0.06531929473585629,0.0008535207295859913,2.9118665551964023e-05,0.2889257497605294
199995,0.004511344377090929,0.12731549184053853,0.005009546901202991,0.06750918610388607,0.030370109884519176,0.01156366018246776,0.03424341368636054,0.002152497426888549,0.013089223269106075,0.0010324660397869891,0.5703571240130176,0.011309522827985911,4.160863458471055e-06,0.08102883976930422,0.02583431967966028,0.008842704485297235,0.004955253567063894,9.47631185368632e-05,0.0007763719638277947
199996,0.015843350686529346,0.007866841350694917,0.004864714721188923,0.011577619621213765,0.1131580581961366,0.09992558517873645,0.016096885245149302,0.04057741313726058,0.359020675957906,0.0017098806807730907,0.00043674990301739903,0.05438289946626737,1.530684926558401e-05,0.033603294000310466,0.014715397393587841,0.1189567244657405,0.003916571100566232,0.00016579948762804773,0.10316623255802762
199997,0.00499459522011949,0.0005323017179371931,0.0008984790335690964,0.0015805693568140958,0.043857151822648904,0.05756314836202314,0.0016982481652096852,0.030164713998256702,0.5086122738094665,0.00028567025293792226,8.248661795736526e-06,0.017701387256114105,1.7861401088435332e-06,0.0062831820424764494,0.00201945862859489,0.051080671922497684,0.0005637906741100315,2.1025863938519926e-05,0.27213329707138106
199998,0.017895779131804037,0.011323406010107916,0.005639196955681599,0.013748579125590674,0.1352877455634986,0.13129659813559297,0.028009986924336094,0.043234070290023206,0.2497293874074974,0.002038829415881344,0.0007324146512649127,0.05759154552138156,2.943600946282246e-05,0.033898162854533315,0.018017038605874586,0.15557156279721257,0.00487306056387044,0.0002574803738771727,0.09082571966250878
199999,0.002324765690240634,0.0035965044906727827,0.0017068161264073025,0.003063887531104439,0.0029220901305325223,0.01303948248945125,0.9298828412540444,0.0037077694032944314,0.0043563309570403864,0.00032655561695167266,0.0006445409014673799,0.005034409082715663,6.68182891644027e-06,0.01270567884434563,0.0036039250180842797,0.006314404162532984,0.0011931406174331561,4.862467360348884e-05,0.005521551181161332
200000,0.009923450649302867,0.002746545229191177,0.0024622197654741154,0.0058507394432299464,0.08072715032622878,0.09701382081475551,0.005265148424197877,0.0301446613852109,0.4191759710086751,0.0007712722463899548,9.927158361894463e-05,0.03227029181097864,4.949310510857434e-06,0.018359900544241994,0.006460096666663702,0.07896618486456766,0.001696504638519685,6.14957328067031e-05,0.2080003255554356
