id,STAR_WHITE_DWARF,STAR_CATY_VAR,STAR_BROWN_DWARF,SERENDIPITY_RED,REDDEN_STD,STAR_BHB,GALAXY,SERENDIPITY_DISTANT,QSO,SKY,STAR_RED_DWARF,ROSAT_D,STAR_PN,SERENDIPITY_FIRST,STAR_CARBON,SPECTROPHOTO_STD,STAR_SUB_DWARF,SERENDIPITY_MANUAL,SERENDIPITY_BLUE
199991,0.03177770560448674,0.04214199198823812,0.012729054121299928,0.007595336932916002,0.019079551416587397,0.004297007493735361,0.006527335356976006,4.255668314464387e-05,0.3856789344445909,0.00012226045351525065,0.012671993695143886,0.011810361513224734,0.00044718896660520636,0.0029982747114470436,0.005767721440767163,1.346372770225803e-05,0.4530750267209694,0.0011318554594985546,0.00209237926915157
199992,0.0919915303552637,0.29804767916098435,0.03795767858736579,0.20998936132058033,0.05668865953894215,0.014665125859848699,0.13751859874865274,8.892503692706352e-05,0.006913807299751403,0.0003645690730622789,0.037787526013934196,0.035218163270233485,0.0012925242223770577,0.008852369900715671,0.017199181851521618,4.014835239300543e-05,0.03595024090850708,0.003194494826377923,0.006239415672561522
199993,0.7609060299715462,0.0699651713287011,0.021404019208412364,0.010447435912147562,0.03201121784505802,0.007209417032950994,0.010815768659081843,5.446731096995132e-05,0.0038899838386385202,0.00020512365400077217,0.02126076980792074,0.02006372836261618,0.0007860238488001768,0.00539615294156794,0.009741790825274927,2.2589097045376892e-05,0.02018340597518699,0.0018037589160953382,0.0038331454639848168
199994,0.059116598519870535,0.13806416128530713,0.024392776564643743,0.020989686239223777,0.6200472659975577,0.018344228343460417,0.020574937432723102,9.248613988325618e-05,0.004443026100388899,0.00023428170414886438,0.024283431265877307,0.022632279413259213,0.0008903660567963457,0.005688806299329608,0.011052725446136355,2.5800563275442565e-05,0.0230528977143224,0.0020646037012955606,0.004009641212499975
199995,0.049840222190400935,0.06710234221126435,0.02044044331373625,0.012203427302663702,0.03021068353850185,0.006900177912467527,0.010500824302765418,6.833795042030141e-05,0.0038603366301716356,0.00019632706764978038,0.020348815106708006,0.018965197470709554,0.000718100546616934,0.004767055623049396,0.009261865181494145,2.1620181326240667e-05,0.7395135377001191,0.0017207220652977672,0.0033599637046371395
199996,0.053994700849644854,0.0778338257945814,0.6869459294873945,0.01864235688354638,0.032826591383898505,0.007442270615328871,0.01109126244408937,6.40072959196902e-05,0.003989067538105851,0.00021034616076000737,0.021802313375574593,0.04145915841007929,0.0008060450504399066,0.005204319452115869,0.010172931192879847,2.316444812592098e-05,0.020697507476588734,0.0018556231295098007,0.004938579011416655
199997,0.08206163013999249,0.1432166097272268,0.03386038876818069,0.02561051797419561,0.4779627883786572,0.06773730177078136,0.03140599704219712,0.00046899736637017245,0.006167505805157159,0.0003252140828195249,0.033708603082102995,0.03160956691848751,0.0012359454344699197,0.00789681291146566,0.01613089523542773,3.581458097853866e-05,0.03200046033182941,0.0028650005981290133,0.005699949851531304
199998,0.05265401192812609,0.07184062978791032,0.02141375716516714,0.016023128255744135,0.03185612208691108,0.007841272853436382,0.010763365784307085,5.943705058429219e-05,0.0038711366958789684,0.00020412856670650972,0.711508131450409,0.0304713903488553,0.0007809884504825613,0.005011505491983627,0.009629795313862408,2.24796365599561e-05,0.02008561648567551,0.0017706624339816407,0.00419244021341822
199999,0.7609544976351129,0.07002490003013165,0.021374736309867692,0.010489222969010214,0.03203854556307522,0.0072636090483310075,0.0108250019933925,6.247071597260338e-05,0.003893304686409709,0.00020529811171846494,0.021278919955314436,0.020115561480612262,0.0007866948710086657,0.00507938286803663,0.009750107313386821,2.260838117500007e-05,0.020200636385782005,0.0018085625871539935,0.0038259390945079544
200000,0.06294807864690992,0.1860152077348098,0.025973727447995563,0.029948835864991953,0.5349892627266505,0.010608263291148863,0.041527289141159905,7.751350068992352e-05,0.004730988646167566,0.00024946516285296493,0.02585729523371473,0.02475086122979792,0.0009480726897525525,0.006104237430473913,0.013532035477569681,2.7472730816032298e-05,0.024547008026393365,0.0021976931565557334,0.004966691861548975
