id,STAR_WHITE_DWARF,STAR_CATY_VAR,STAR_BROWN_DWARF,SERENDIPITY_RED,REDDEN_STD,STAR_BHB,GALAXY,SERENDIPITY_DISTANT,QSO,SKY,STAR_RED_DWARF,ROSAT_D,STAR_PN,SERENDIPITY_FIRST,STAR_CARBON,SPECTROPHOTO_STD,STAR_SUB_DWARF,SERENDIPITY_MANUAL,SERENDIPITY_BLUE
199991,0.0,0.0,0.0014959704038651409,0.12045170879335539,0.0003352941176470588,0.00025,0.00041575091575091574,0.0,0.0020078529657477024,0.0,0.8707490602707417,0.0017807847381376793,0.0,0.00019047619047619048,0.0,0.0,0.0,0.0020625974025974027,0.00026050420168067227
199992,0.0,0.0,0.0,0.0,0.0,0.0001818181818181818,0.010899251941429895,0.0012214035964035965,0.4691275325301329,0.0,0.00023611111111111112,0.3127098009628881,0.0,0.20444889140119754,0.00015384615384615385,0.0,0.0,8.695652173913043e-05,0.0009343875994333661
199993,0.0,0.0005,0.0,0.0,0.0006153846153846154,0.0,0.98902101124448,0.0,0.0021046783625730996,0.0,0.0,0.00686085814471196,0.0,8.695652173913043e-05,0.0007111111111111111,0.0,0.0001,0.0,0.0
199994,0.00032475524475524475,6.451612903225807e-05,0.0,0.0,0.0,0.0,0.0,0.010951592376977355,0.11859566620539774,0.0,0.0,0.022387133138395084,0.0,0.033110708265874506,0.0,0.0,0.0,0.0,0.8145656286395678
199995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9981924075924076,0.0018075924075924075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199996,0.0005316239316239316,0.0,0.0,0.0,0.9447915664446528,0.024474469314281534,0.002869610781375487,0.0,0.006627565259406691,0.0,0.0,0.020705164268659357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199997,0.00015384615384615385,0.0,0.0,0.0,0.0,0.0,9.523809523809524e-05,0.27096821478261696,0.016859476246496707,0.0,0.0,0.004184208330369321,0.0,0.004043887717478375,0.0,0.0,0.0,0.02646338515089326,0.6772317435230609
199998,0.0,0.0,0.0,0.0,0.0,0.0027646557686939973,0.0,0.0,0.004066783392046551,0.0,0.0,0.001289412342043921,0.0,0.0,0.0,0.9918791484972155,0.0,0.0,0.0
199999,0.0,0.0,0.0,0.0,0.0,0.0,0.9960921583464322,0.0,0.0031539954997217077,0.0,0.0,0.0007538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000,0.0027063091446824115,0.01180748018937883,0.0,0.0,0.0,0.004038855722581662,0.00011111111111111112,0.011463141086641255,0.3932429268392367,0.0,0.0,0.039505115520454125,0.0,0.07674895578942996,0.0,0.0,0.0,0.00037391304347826084,0.4600021915530058
200001,0.0,0.9529564564961219,0.0,0.0,0.0,0.0,0.014123459382483475,0.0,0.011350010409342085,0.0,0.0,0.016203281535771778,0.0,0.0,0.0003333333333333334,0.0,0.005033458842947334,0.0,0.0
200002,0.0,0.0,0.0,0.0,0.0,0.0,0.9992129186602869,0.0,0.0006204146730462519,0.0,0.0,0.0,0.0,0.00016666666666666666,0.0,0.0,0.0,0.0,0.0
